"","ZIP","latitude","longitude"
"3043",11793,40.651288,-73.514726
"3044",11794,40.913615,-73.125246
"3045",11795,40.709005,-73.296337
"3046",11796,40.731247,-73.099419
"3047",11797,40.820208,-73.47245
"3048",11798,40.752665,-73.378442
"3049",11801,40.762304,-73.524452
"3050",11803,40.781771,-73.473118
"3051",11804,40.75901,-73.457384
"3052",11901,40.925812,-72.64617
"3053",11930,40.989988,-72.099587
"3054",11931,40.934272,-72.612391
"3055",11932,40.934313,-72.306615
"3056",11933,40.942231,-72.765594
"3057",11934,40.798359,-72.794297
"3058",11935,41.021223,-72.486958
"3059",11937,41.013013,-72.168912
"3060",11939,41.123116,-72.31535
"3061",11940,40.81317,-72.752004
"3062",11941,40.83016,-72.729761
"3063",11942,40.850437,-72.582821
"3064",11944,41.10403,-72.371541
"3065",11946,40.870215,-72.521741
"3066",11947,40.950659,-72.571053
"3067",11948,40.960725,-72.54988
"3068",11949,40.866503,-72.804643
"3069",11950,40.807616,-72.847518
"3070",11951,40.763164,-72.830344
"3071",11952,41.001648,-72.547599
"3072",11953,40.892509,-72.951175
"3073",11954,41.047538,-71.946369
"3074",11955,40.813511,-72.823823
"3075",11956,40.969049,-72.462175
"3076",11957,41.192201,-72.148968
"3077",11958,41.039067,-72.464419
"3078",11959,40.822586,-72.601345
"3079",11960,40.810615,-72.706062
"3080",11961,40.905139,-72.888349
"3081",11962,40.930895,-72.268719
"3082",11963,40.993969,-72.320949
"3083",11964,41.049483,-72.302316
"3084",11965,41.096081,-72.2884
"3085",11967,40.794778,-72.875477
"3086",11968,40.905923,-72.415661
"3087",11970,40.938952,-72.577539
"3088",11971,41.064037,-72.430926
"3089",11972,40.847825,-72.702889
"3090",11973,40.86772,-72.882721
"3091",11975,40.941107,-72.244466
"3092",11976,40.922393,-72.350704
"3093",11977,40.828481,-72.679186
"3094",11978,40.826323,-72.649008
"3095",11980,40.831296,-72.923154
"3096",12007,42.455665,-73.927143
"3097",12008,42.853488,-73.906535
"3098",12009,42.697723,-74.03535
"3099",12010,42.937632,-74.173325
"3100",12015,42.294057,-73.825116
"3101",12017,42.32111,-73.455997
"3102",12018,42.628833,-73.520771
"3103",12019,42.934351,-73.881808
"3104",12020,43.001589,-73.868123
"3105",12022,42.656951,-73.333879
"3106",12023,42.598558,-74.183022
"3107",12024,42.476788,-73.533278
"3108",12025,43.083346,-74.138092
"3109",12027,42.935415,-73.907815
"3110",12028,42.934442,-73.442269
"3111",12029,42.41595,-73.424961
"3112",12031,42.766038,-74.451615
"3113",12032,43.128628,-74.471601
"3114",12033,42.543138,-73.705499
"3115",12035,42.730427,-74.359221
"3116",12036,42.541514,-74.673053
"3117",12037,42.344725,-73.567126
"3118",12040,42.63735,-73.350721
"3119",12041,42.577943,-73.95266
"3120",12042,42.416518,-73.938206
"3121",12043,42.69397,-74.530506
"3122",12045,42.482555,-73.800532
"3123",12046,42.507517,-73.925621
"3124",12047,42.784054,-73.726219
"3125",12051,42.345522,-73.842543
"3126",12052,42.75447,-73.478427
"3127",12053,42.75747,-74.191095
"3128",12054,42.608547,-73.864416
"3129",12056,42.764785,-74.09515
"3130",12057,42.968892,-73.346287
"3131",12058,42.34442,-73.917635
"3132",12059,42.619223,-74.060881
"3133",12060,42.410631,-73.505286
"3134",12061,42.599312,-73.657175
"3135",12062,42.538976,-73.504976
"3136",12063,42.568162,-73.638049
"3137",12064,42.614166,-74.655719
"3138",12065,42.852284,-73.785597
"3139",12066,42.805926,-74.233025
"3140",12067,42.557461,-73.920294
"3141",12068,42.956069,-74.401829
"3142",12069,42.946036,-74.279938
"3143",12070,42.986022,-74.26301
"3144",12071,42.552657,-74.422661
"3145",12072,42.884893,-74.356737
"3146",12074,43.054217,-74.030006
"3147",12075,42.299922,-73.633627
"3148",12076,42.410272,-74.395734
"3149",12077,42.58817,-73.777693
"3150",12078,43.134351,-74.339632
"3151",12083,42.424859,-74.026509
"3152",12084,42.704669,-73.899364
"3153",12085,42.703313,-73.963261
"3154",12086,43.011413,-74.103291
"3155",12087,42.43225,-73.892894
"3156",12089,42.867493,-73.312753
"3157",12090,42.876802,-73.351525
"3158",12092,42.697829,-74.375418
"3159",12093,42.497791,-74.628105
"3160",12094,42.899406,-73.490162
"3161",12095,43.024817,-74.403815
"3162",12106,42.389554,-73.710951
"3163",12108,43.573248,-74.451487
"3164",12110,42.750565,-73.776095
"3165",12115,42.477302,-73.576699
"3166",12116,42.538795,-74.911164
"3167",12117,43.167143,-74.261237
"3168",12118,42.909313,-73.713071
"3169",12120,42.449724,-74.148844
"3170",12121,42.839897,-73.607392
"3171",12122,42.54202,-74.326145
"3172",12123,42.547343,-73.598306
"3173",12124,42.453111,-73.797581
"3174",12125,42.484748,-73.399844
"3175",12130,42.442223,-73.65938
"3176",12131,42.453371,-74.463913
"3177",12132,42.470521,-73.630031
"3178",12134,43.269201,-74.228185
"3179",12136,42.420121,-73.565107
"3180",12137,42.860344,-74.133085
"3181",12138,42.748836,-73.370379
"3182",12139,43.500221,-74.579544
"3183",12140,42.696684,-73.540064
"3184",12143,42.49156,-73.84266
"3185",12144,42.627836,-73.717842
"3186",12147,42.518611,-74.15884
"3187",12148,42.827793,-73.848164
"3188",12149,42.616654,-74.563446
"3189",12150,42.880523,-74.052689
"3190",12151,42.922697,-73.787225
"3191",12153,42.629923,-73.473341
"3192",12154,42.937482,-73.605806
"3193",12155,42.596357,-74.827655
"3194",12156,42.483504,-73.747254
"3195",12157,42.669798,-74.286077
"3196",12158,42.542158,-73.822091
"3197",12159,42.651428,-73.885894
"3198",12160,42.761621,-74.383152
"3199",12161,42.534769,-73.854863
"3200",12164,43.57604,-74.356232
"3201",12165,42.306136,-73.504114
"3202",12166,42.833587,-74.445509
"3203",12167,42.424941,-74.578045
"3204",12168,42.560862,-73.380714
"3205",12169,42.592887,-73.448036
"3206",12170,43.001956,-73.667271
"3207",12172,42.289153,-73.739439
"3208",12173,42.380013,-73.75966
"3209",12174,42.353449,-73.728436
"3210",12175,42.544369,-74.55622
"3211",12176,42.382017,-73.980862
"3212",12177,42.950952,-74.28726
"3213",12180,42.748588,-73.599536
"3214",12182,42.800534,-73.627434
"3215",12183,42.747904,-73.692466
"3216",12184,42.419893,-73.653359
"3217",12185,42.908617,-73.586093
"3218",12186,42.633164,-73.977188
"3219",12187,42.61884,-74.463554
"3220",12188,42.821216,-73.695525
"3221",12189,42.736342,-73.717521
"3222",12190,43.475631,-74.28541
"3223",12192,42.409012,-73.827839
"3224",12193,42.52276,-74.043268
"3225",12194,42.528462,-74.447631
"3226",12195,42.4828,-73.475088
"3227",12196,42.631786,-73.613946
"3228",12197,42.609999,-74.724749
"3229",12198,42.672768,-73.633574
"3230",12202,42.635575,-73.759658
"3231",12203,42.681048,-73.84698
"3232",12204,42.691516,-73.733751
"3233",12205,42.718785,-73.82924
"3234",12206,42.674481,-73.782648
"3235",12207,42.658398,-73.745952
"3236",12208,42.653031,-73.809978
"3237",12209,42.638686,-73.790469
"3238",12210,42.659502,-73.756237
"3239",12211,42.703095,-73.763706
"3240",12222,42.685261,-73.82323
"3241",12302,42.878182,-73.982505
"3242",12303,42.740387,-73.905398
"3243",12304,42.77469,-73.898297
"3244",12305,42.812011,-73.950342
"3245",12306,42.805429,-74.044227
"3246",12307,42.804981,-73.932822
"3247",12308,42.82134,-73.92093
"3248",12309,42.79987,-73.864965
"3249",12401,41.92272,-74.202811
"3250",12404,41.818958,-74.236082
"3251",12405,42.317909,-74.085995
"3252",12406,42.084724,-74.524954
"3253",12407,42.317638,-74.358152
"3254",12409,42.040569,-74.181139
"3255",12410,42.066096,-74.424732
"3256",12411,41.876019,-74.044802
"3257",12412,42.012732,-74.279585
"3258",12413,42.313984,-74.02216
"3259",12414,42.232019,-73.913867
"3260",12416,42.10304,-74.281552
"3261",12417,41.906422,-73.990723
"3262",12418,42.358758,-74.16168
"3263",12419,41.861119,-74.102017
"3264",12420,41.672466,-74.371559
"3265",12421,42.250045,-74.546159
"3266",12422,42.391829,-74.213288
"3267",12423,42.379218,-74.109746
"3268",12424,42.247617,-74.115847
"3269",12427,42.134238,-74.136736
"3270",12428,41.746872,-74.466183
"3271",12429,41.833329,-73.985378
"3272",12430,42.19548,-74.503394
"3273",12431,42.362023,-74.023533
"3274",12432,42.044379,-73.94443
"3275",12433,42.000641,-74.156576
"3276",12434,42.36364,-74.502385
"3277",12435,41.7308,-74.51336
"3278",12436,42.195759,-74.077821
"3279",12438,42.204899,-74.601006
"3280",12439,42.277817,-74.21039
"3281",12440,41.781151,-74.172877
"3282",12441,42.134425,-74.509212
"3283",12442,42.181895,-74.221715
"3284",12443,41.934991,-74.084925
"3285",12444,42.264233,-74.29752
"3286",12446,41.809571,-74.326443
"3287",12448,42.086646,-74.16066
"3288",12449,41.992378,-73.993774
"3289",12450,42.133247,-74.244279
"3290",12451,42.304893,-73.948176
"3291",12452,42.252385,-74.364938
"3292",12453,42.093389,-73.936281
"3293",12454,42.28697,-74.149542
"3294",12455,42.140733,-74.659478
"3295",12456,42.032705,-73.997133
"3296",12457,42.044071,-74.252501
"3297",12458,41.822918,-74.43208
"3298",12459,42.240382,-74.678893
"3299",12460,42.415615,-74.14759
"3300",12461,41.904961,-74.267998
"3301",12463,42.205466,-74.020403
"3302",12464,42.026117,-74.356695
"3303",12465,42.157153,-74.460016
"3304",12466,41.904345,-73.979025
"3305",12468,42.300462,-74.423763
"3306",12469,42.448595,-74.246097
"3307",12470,42.299624,-74.093387
"3308",12471,41.843871,-74.041344
"3309",12472,41.84709,-74.079545
"3310",12473,42.258166,-74.041007
"3311",12474,42.323835,-74.582994
"3312",12475,42.015237,-74.015432
"3313",12477,42.092591,-73.98811
"3314",12480,42.135381,-74.391274
"3315",12481,41.987348,-74.228435
"3316",12482,42.268143,-73.955446
"3317",12483,41.672235,-74.421901
"3318",12484,41.86194,-74.176524
"3319",12485,42.205023,-74.144201
"3320",12486,41.832417,-74.063984
"3321",12487,41.869399,-73.998805
"3322",12489,41.750485,-74.358293
"3323",12490,42.122854,-73.924476
"3324",12491,41.965192,-74.141459
"3325",12492,42.184925,-74.335763
"3326",12493,41.785665,-73.974132
"3327",12494,41.956598,-74.292894
"3328",12495,42.084923,-74.24068
"3329",12496,42.338036,-74.270087
"3330",12498,42.045663,-74.109618
"3331",12501,41.862964,-73.573517
"3332",12502,42.086568,-73.664724
"3333",12503,42.035959,-73.580146
"3334",12504,42.035298,-73.913144
"3335",12507,42.009241,-73.917141
"3336",12508,41.495996,-73.953632
"3337",12512,41.548499,-73.968402
"3338",12513,42.219307,-73.720481
"3339",12514,41.877409,-73.764423
"3340",12515,41.684774,-74.06484
"3341",12516,42.109096,-73.561332
"3342",12517,42.114296,-73.507454
"3343",12518,41.416157,-74.043064
"3344",12520,41.428017,-73.996195
"3345",12521,42.171335,-73.650487
"3346",12522,41.719979,-73.598384
"3347",12523,42.08687,-73.759509
"3348",12524,41.528811,-73.888068
"3349",12525,41.691564,-74.188272
"3350",12526,42.122234,-73.858769
"3351",12527,41.519428,-73.935669
"3352",12528,41.722069,-74.009471
"3353",12529,42.195932,-73.543215
"3354",12530,42.207459,-73.687752
"3355",12531,41.540534,-73.671592
"3356",12533,41.559772,-73.787099
"3357",12534,42.217345,-73.752256
"3358",12538,41.79223,-73.893767
"3359",12540,41.671202,-73.724891
"3360",12542,41.613876,-74.015014
"3361",12543,41.49552,-74.173104
"3362",12545,41.78279,-73.669766
"3363",12546,41.948,-73.523572
"3364",12547,41.660687,-73.986567
"3365",12548,41.657925,-74.101503
"3366",12549,41.528031,-74.259365
"3367",12550,41.539574,-74.057223
"3368",12553,41.455672,-74.074946
"3369",12561,41.759307,-74.096058
"3370",12563,41.499189,-73.587226
"3371",12564,41.582614,-73.582577
"3372",12565,42.247128,-73.647638
"3373",12566,41.633519,-74.319661
"3374",12567,41.986194,-73.642216
"3375",12569,41.734556,-73.792835
"3376",12570,41.626251,-73.675608
"3377",12571,42.003067,-73.809794
"3378",12572,41.924885,-73.863664
"3379",12574,41.917688,-73.945658
"3380",12575,41.518882,-74.143347
"3381",12577,41.42404,-74.122142
"3382",12578,41.80912,-73.795854
"3383",12580,41.863647,-73.871536
"3384",12581,41.901615,-73.700592
"3385",12582,41.544301,-73.738452
"3386",12583,42.063367,-73.868652
"3387",12585,41.726404,-73.69151
"3388",12586,41.562764,-74.170102
"3389",12589,41.623791,-74.158771
"3390",12590,41.592556,-73.886853
"3391",12592,41.802075,-73.578626
"3392",12594,41.684461,-73.557676
"3393",12601,41.701921,-73.911519
"3394",12603,41.675868,-73.864484
"3395",12604,41.688313,-73.892121
"3396",12701,41.650829,-74.699907
"3397",12719,41.49825,-74.904285
"3398",12720,41.645919,-74.907759
"3399",12721,41.581723,-74.422422
"3400",12722,41.590634,-74.374304
"3401",12723,41.770579,-75.071831
"3402",12724,41.837621,-74.958711
"3403",12725,41.983183,-74.570105
"3404",12726,41.672112,-75.013568
"3405",12729,41.475792,-74.623499
"3406",12732,41.551487,-74.874606
"3407",12733,41.724768,-74.617933
"3408",12734,41.734585,-74.75046
"3409",12736,41.852843,-75.021754
"3410",12737,41.501481,-74.798632
"3411",12738,41.676246,-74.586211
"3412",12740,41.938832,-74.434026
"3413",12741,41.839141,-75.077725
"3414",12742,41.724328,-74.723518
"3415",12743,41.548548,-74.831025
"3416",12745,41.783433,-75.024648
"3417",12746,41.442335,-74.656785
"3418",12747,41.806385,-74.668212
"3419",12748,41.774642,-74.922609
"3420",12749,41.695183,-74.841082
"3421",12750,41.727825,-74.965854
"3422",12751,41.69573,-74.664485
"3423",12752,41.680039,-74.99419
"3424",12754,41.798195,-74.736889
"3425",12758,41.940283,-74.739118
"3426",12759,41.78173,-74.658853
"3427",12760,41.903935,-75.107847
"3428",12762,41.64796,-74.792011
"3429",12763,41.676348,-74.522774
"3430",12764,41.591553,-74.995556
"3431",12765,41.852341,-74.621165
"3432",12766,41.815208,-74.978854
"3433",12767,41.838093,-74.994415
"3434",12768,41.864443,-74.730022
"3435",12769,41.657942,-74.467272
"3436",12770,41.449118,-74.843117
"3437",12771,41.37438,-74.624279
"3438",12775,41.613973,-74.59336
"3439",12776,41.96339,-74.957793
"3440",12777,41.561783,-74.709708
"3441",12778,41.642818,-74.817545
"3442",12779,41.702466,-74.632195
"3443",12780,41.440146,-74.72735
"3444",12781,41.619674,-74.466383
"3445",12783,41.738633,-74.833724
"3446",12784,41.669877,-74.63824
"3447",12785,41.532392,-74.561267
"3448",12786,41.63871,-74.857609
"3449",12787,41.795394,-74.845029
"3450",12788,41.787539,-74.589314
"3451",12789,41.704298,-74.570714
"3452",12790,41.592057,-74.517419
"3453",12791,41.817275,-74.89287
"3454",12792,41.51392,-74.95982
"3455",12801,43.31116,-73.645286
"3456",12803,43.290078,-73.629363
"3457",12804,43.340954,-73.685911
"3458",12808,43.759975,-73.716367
"3459",12809,43.237078,-73.454506
"3460",12810,43.491968,-73.985954
"3461",12811,43.605457,-74.02833
"3462",12812,43.875794,-74.389767
"3463",12814,43.631894,-73.632551
"3464",12815,43.696176,-73.667724
"3465",12816,43.044405,-73.381941
"3466",12817,43.639585,-73.823628
"3467",12819,43.59087,-73.468547
"3468",12821,43.453564,-73.415995
"3469",12822,43.228592,-73.922202
"3470",12823,43.179961,-73.409117
"3471",12824,43.524756,-73.727177
"3472",12827,43.46389,-73.531368
"3473",12828,43.254759,-73.559347
"3474",12831,43.195329,-73.691811
"3475",12832,43.358467,-73.330271
"3476",12833,43.15,-73.840896
"3477",12834,43.094307,-73.500583
"3478",12835,43.332787,-74.006311
"3479",12836,43.712347,-73.605597
"3480",12837,43.476445,-73.255601
"3481",12838,43.329056,-73.405062
"3482",12839,43.354486,-73.553953
"3483",12841,43.606007,-73.533013
"3484",12842,43.738348,-74.36703
"3485",12843,43.565104,-73.972748
"3486",12844,43.489396,-73.621194
"3487",12845,43.424048,-73.71274
"3488",12846,43.345981,-73.789717
"3489",12847,44.008384,-74.609231
"3490",12849,43.449567,-73.29832
"3491",12850,43.102616,-73.981441
"3492",12851,43.841891,-74.034467
"3493",12852,43.935796,-74.167522
"3494",12853,43.657553,-74.064185
"3495",12855,44.02701,-73.758053
"3496",12856,43.66594,-74.142961
"3497",12857,43.819563,-73.89062
"3498",12858,43.908933,-73.67578
"3499",12859,43.171875,-73.920872
"3500",12860,43.744594,-73.860967
"3501",12861,43.746887,-73.417527
"3502",12862,43.685405,-73.910321
"3503",12863,43.060363,-73.931906
"3504",12864,43.727365,-74.305388
"3505",12865,43.214159,-73.347451
"3506",12866,43.073715,-73.740236
"3507",12870,43.830056,-73.761222
"3508",12871,43.088569,-73.612965
"3509",12872,43.874656,-73.734418
"3510",12873,43.117451,-73.311646
"3511",12874,43.690561,-73.549743
"3512",12878,43.415025,-74.02745
"3513",12883,43.83636,-73.553222
"3514",12884,43.088396,-73.591291
"3515",12885,43.524469,-73.806596
"3516",12886,43.673098,-73.93589
"3517",12887,43.53676,-73.365798
"3518",12901,44.703651,-73.472669
"3519",12903,44.680187,-73.444738
"3520",12910,44.857044,-73.607875
"3521",12911,44.521514,-73.460881
"3522",12912,44.480941,-73.772482
"3523",12913,44.430097,-74.002212
"3524",12914,44.927419,-74.602942
"3525",12916,44.838194,-74.524672
"3526",12917,44.927638,-74.17891
"3527",12918,44.700736,-73.676657
"3528",12919,44.964539,-73.447083
"3529",12920,44.882767,-74.066008
"3530",12921,44.888628,-73.441064
"3531",12922,44.286614,-74.702114
"3532",12923,44.960319,-73.939419
"3533",12924,44.480467,-73.581081
"3534",12926,44.950821,-74.329
"3535",12927,44.20725,-74.809746
"3536",12928,43.963837,-73.583249
"3537",12929,44.720027,-73.719234
"3538",12930,44.720458,-74.543229
"3539",12932,44.214405,-73.608948
"3540",12933,44.890994,-73.845341
"3541",12934,44.875376,-73.873665
"3542",12935,44.844657,-73.796933
"3543",12936,44.285062,-73.40145
"3544",12937,44.955224,-74.488146
"3545",12939,44.432867,-74.160794
"3546",12941,44.347329,-73.702866
"3547",12942,44.232492,-73.826827
"3548",12943,44.122772,-73.8835
"3549",12944,44.433107,-73.533246
"3550",12945,44.309091,-74.24044
"3551",12946,44.206559,-74.046058
"3552",12950,44.318369,-73.581246
"3553",12952,44.70832,-73.90566
"3554",12953,44.745352,-74.260037
"3555",12955,44.80665,-73.970421
"3556",12956,44.097612,-73.481333
"3557",12957,44.848324,-74.574605
"3558",12958,44.960295,-73.571184
"3559",12959,44.952351,-73.719912
"3560",12960,44.015756,-73.572348
"3561",12961,44.057111,-73.549539
"3562",12962,44.701391,-73.605439
"3563",12964,44.125919,-73.626721
"3564",12965,44.703456,-74.685289
"3565",12966,44.798893,-74.418686
"3566",12967,44.774921,-74.657566
"3567",12969,44.710897,-74.09815
"3568",12970,44.478136,-74.307514
"3569",12972,44.554081,-73.569296
"3570",12973,44.287677,-74.594706
"3571",12974,44.060043,-73.464841
"3572",12975,44.529091,-73.430536
"3573",12976,44.503733,-74.230251
"3574",12977,44.277015,-74.072971
"3575",12978,44.61636,-73.80871
"3576",12979,44.991657,-73.373374
"3577",12980,44.563851,-74.524079
"3578",12981,44.627099,-73.845851
"3579",12983,44.2886,-74.183878
"3580",12985,44.560709,-73.738967
"3581",12986,44.226011,-74.480931
"3582",12987,44.320841,-73.75346
"3583",12989,44.520103,-74.069774
"3584",12992,44.817751,-73.516729
"3585",12993,44.211345,-73.476221
"3586",12996,44.355266,-73.448055
"3587",12997,44.372798,-73.892043
"3588",12998,44.0778,-73.576545
"3589",13020,42.816424,-76.074504
"3590",13021,42.922279,-76.558539
"3591",13024,42.934596,-76.574232
"3592",13026,42.744043,-76.652266
"3593",13027,43.166437,-76.364345
"3594",13028,43.305204,-75.945282
"3595",13029,43.225942,-76.151343
"3596",13030,43.152233,-75.962695
"3597",13031,43.045039,-76.309513
"3598",13032,43.081617,-75.766018
"3599",13033,43.188494,-76.562626
"3600",13034,42.920255,-76.731363
"3601",13035,42.940849,-75.830103
"3602",13036,43.309256,-76.166775
"3603",13037,43.067797,-75.854933
"3604",13039,43.172142,-76.056249
"3605",13040,42.559649,-75.930761
"3606",13041,43.192089,-76.192302
"3607",13042,43.26045,-75.85258
"3608",13044,43.291249,-75.996241
"3609",13045,42.573849,-76.202145
"3610",13051,42.876725,-75.908639
"3611",13052,42.71231,-75.865194
"3612",13053,42.479575,-76.267918
"3613",13054,43.169352,-75.666823
"3614",13057,43.101955,-76.037919
"3615",13060,43.022862,-76.411872
"3616",13061,42.871851,-75.762082
"3617",13062,42.484095,-76.384376
"3618",13063,42.847849,-75.977961
"3619",13064,43.328996,-76.711915
"3620",13066,43.032481,-76.000675
"3621",13068,42.492411,-76.359185
"3622",13069,43.329276,-76.380655
"3623",13071,42.675114,-76.542579
"3624",13072,42.76221,-75.763989
"3625",13073,42.58367,-76.387923
"3626",13074,43.310917,-76.549843
"3627",13076,43.353715,-76.149309
"3628",13077,42.727973,-76.211042
"3629",13078,42.958398,-76.061101
"3630",13080,43.09321,-76.485258
"3631",13081,42.673617,-76.627152
"3632",13082,43.10273,-75.959888
"3633",13083,43.645775,-75.98168
"3634",13084,42.881106,-76.124074
"3635",13087,42.708597,-76.15405
"3636",13088,43.112004,-76.189613
"3637",13090,43.153084,-76.212402
"3638",13092,42.654563,-76.419295
"3639",13101,42.589192,-76.056073
"3640",13102,42.550304,-76.292002
"3641",13103,43.32576,-76.109545
"3642",13104,42.96303,-75.948439
"3643",13108,42.964845,-76.331113
"3644",13110,42.895398,-76.280364
"3645",13111,43.258488,-76.614264
"3646",13112,43.106266,-76.417239
"3647",13113,43.16265,-76.538623
"3648",13114,43.465706,-76.244786
"3649",13115,43.398646,-76.478779
"3650",13116,43.074797,-76.007947
"3651",13117,43.009299,-76.707508
"3652",13118,42.755585,-76.387278
"3653",13120,42.933186,-76.175147
"3654",13122,42.837754,-75.86152
"3655",13123,43.233564,-75.769068
"3656",13124,42.661074,-75.823604
"3657",13126,43.438798,-76.457454
"3658",13131,43.423243,-76.091802
"3659",13132,43.271918,-76.251052
"3660",13134,42.967368,-75.684678
"3661",13135,43.253687,-76.314375
"3662",13136,42.614098,-75.844788
"3663",13138,42.899087,-76.014634
"3664",13140,43.060381,-76.650274
"3665",13141,42.752495,-76.185697
"3666",13142,43.556184,-76.138199
"3667",13143,43.235788,-76.714793
"3668",13144,43.568755,-75.977019
"3669",13145,43.646742,-76.116311
"3670",13146,43.085645,-76.750191
"3671",13147,42.775406,-76.569608
"3672",13148,42.913372,-76.78526
"3673",13152,42.890839,-76.37262
"3674",13153,42.996557,-76.453627
"3675",13155,42.674546,-75.776726
"3676",13156,43.32599,-76.661306
"3677",13157,43.206652,-75.721431
"3678",13158,42.696935,-75.951068
"3679",13159,42.802964,-76.111618
"3680",13160,42.827598,-76.648904
"3681",13162,43.185045,-75.714741
"3682",13163,43.080122,-75.710933
"3683",13164,43.096855,-76.31264
"3684",13165,42.916639,-76.883297
"3685",13166,43.078935,-76.565379
"3686",13167,43.326421,-76.06026
"3687",13202,43.043782,-76.150638
"3688",13203,43.061111,-76.134924
"3689",13204,43.050817,-76.177473
"3690",13205,43.005276,-76.14203
"3691",13206,43.073465,-76.105806
"3692",13207,43.012813,-76.163317
"3693",13208,43.078768,-76.14523
"3694",13209,43.068502,-76.224251
"3695",13210,43.031057,-76.127249
"3696",13211,43.103572,-76.119484
"3697",13212,43.129697,-76.130154
"3698",13214,43.038709,-76.075591
"3699",13215,42.980793,-76.223386
"3700",13219,43.041266,-76.224195
"3701",13224,43.037162,-76.1029
"3702",13290,43.069136,-76.173017
"3703",13301,43.41605,-75.218175
"3704",13302,43.498155,-75.965146
"3705",13303,43.367414,-75.468212
"3706",13304,43.24388,-75.160287
"3707",13305,43.892289,-75.421171
"3708",13308,43.251266,-75.657668
"3709",13309,43.452005,-75.355443
"3710",13310,42.88962,-75.571545
"3711",13312,43.691839,-75.204374
"3712",13313,42.880221,-75.272902
"3713",13314,42.816533,-75.319104
"3714",13315,42.744144,-75.143611
"3715",13316,43.418917,-75.73974
"3716",13317,42.854101,-74.590839
"3717",13318,42.921536,-75.260063
"3718",13319,43.026436,-75.266925
"3719",13320,42.777805,-74.740798
"3720",13321,43.087966,-75.370836
"3721",13322,42.954345,-75.201657
"3722",13323,43.039981,-75.379353
"3723",13324,43.320612,-74.961628
"3724",13325,43.576282,-75.527857
"3725",13326,42.722511,-74.895371
"3726",13327,43.972929,-75.262309
"3727",13328,42.985096,-75.429027
"3728",13329,43.107462,-74.708431
"3729",13331,43.866299,-74.880901
"3730",13332,42.764159,-75.581736
"3731",13333,42.836995,-74.818644
"3732",13334,42.827039,-75.656427
"3733",13335,42.70226,-75.248224
"3734",13337,42.757804,-74.999545
"3735",13338,43.528032,-74.987121
"3736",13339,42.936895,-74.658658
"3737",13340,43.061642,-75.12857
"3738",13341,43.036086,-75.396891
"3739",13342,42.654143,-75.195234
"3740",13343,43.751239,-75.3115
"3741",13345,43.687108,-75.321254
"3742",13346,42.818442,-75.544331
"3743",13348,42.709982,-75.066926
"3744",13350,43.061009,-75.000439
"3745",13352,43.313337,-75.116208
"3746",13353,43.447279,-74.694629
"3747",13354,43.265093,-75.268497
"3748",13355,42.809841,-75.430434
"3749",13357,42.971061,-75.081209
"3750",13360,43.722272,-74.714466
"3751",13361,42.904352,-74.86756
"3752",13362,42.982178,-75.522003
"3753",13363,43.324528,-75.513109
"3754",13364,42.804977,-75.261071
"3755",13365,43.125689,-74.853291
"3756",13367,43.684818,-75.761168
"3757",13368,43.638483,-75.286787
"3758",13402,42.892429,-75.500629
"3759",13403,43.164533,-75.267645
"3760",13404,43.736385,-75.471758
"3761",13406,43.134514,-74.924889
"3762",13407,42.968801,-74.950576
"3763",13408,42.922949,-75.676749
"3764",13409,42.976475,-75.595112
"3765",13410,42.931043,-74.612591
"3766",13411,42.633789,-75.306457
"3767",13413,43.060413,-75.279398
"3768",13415,42.596494,-75.198473
"3769",13416,43.187371,-74.970659
"3770",13417,43.100942,-75.29381
"3771",13418,42.845704,-75.38046
"3772",13420,43.718215,-74.983716
"3773",13421,43.061915,-75.660092
"3774",13424,43.152367,-75.365215
"3775",13425,42.964793,-75.48706
"3776",13428,42.915086,-74.546249
"3777",13431,43.209081,-75.073326
"3778",13433,43.594911,-75.248869
"3779",13435,43.304981,-75.150772
"3780",13436,43.811023,-74.666228
"3781",13437,43.580319,-75.803835
"3782",13438,43.354138,-75.159613
"3783",13439,42.85738,-74.995493
"3784",13440,43.215771,-75.461779
"3785",13441,43.226366,-75.40824
"3786",13450,42.701927,-74.810297
"3787",13452,43.043056,-74.63047
"3788",13454,43.219834,-74.757687
"3789",13456,43.000029,-75.255495
"3790",13459,42.775008,-74.588678
"3791",13460,42.687707,-75.44229
"3792",13461,43.070467,-75.599126
"3793",13464,42.687973,-75.615788
"3794",13468,42.84803,-74.851887
"3795",13469,43.214828,-75.302367
"3796",13470,43.209569,-74.609995
"3797",13471,43.3205,-75.683918
"3798",13472,43.697411,-75.067862
"3799",13473,43.646449,-75.443434
"3800",13475,42.893741,-74.830529
"3801",13476,43.087503,-75.509514
"3802",13477,43.032894,-75.512948
"3803",13478,43.144012,-75.581897
"3804",13480,42.917854,-75.363169
"3805",13483,43.397395,-75.826003
"3806",13484,42.866325,-75.65919
"3807",13485,42.787528,-75.315224
"3808",13486,43.345147,-75.344599
"3809",13488,42.688638,-74.750589
"3810",13489,43.460774,-75.552463
"3811",13490,43.11008,-75.426511
"3812",13491,42.864135,-75.168133
"3813",13492,43.114604,-75.33768
"3814",13493,43.432843,-75.897509
"3815",13494,43.532529,-75.141288
"3816",13495,43.11089,-75.277497
"3817",13501,43.081283,-75.225833
"3818",13502,43.141264,-75.154707
"3819",13601,43.968892,-75.906501
