"","ZIP","latitude","longitude"
"463",2054,42.173103,-71.363756
"464",2056,42.11366,-71.33756
"465",2061,42.164569,-70.818844
"466",2062,42.187364,-71.195971
"467",2066,42.202273,-70.758184
"468",2067,42.1076,-71.181828
"469",2071,42.103425,-71.273589
"470",2072,42.119006,-71.10365
"471",2081,42.147042,-71.269965
"472",2090,42.219645,-71.216768
"473",2093,42.052671,-71.356858
"474",2108,42.357758,-71.064899
"475",2109,42.368802,-71.04949
"476",2110,42.361984,-71.047959
"477",2111,42.350518,-71.059077
"478",2113,42.365331,-71.055233
"479",2114,42.363174,-71.068646
"480",2115,42.337105,-71.105696
"481",2116,42.350579,-71.076397
"482",2118,42.337582,-71.070482
"483",2119,42.324029,-71.085017
"484",2120,42.33209,-71.096545
"485",2121,42.306267,-71.085897
"486",2122,42.291413,-71.042158
"487",2124,42.285805,-71.070571
"488",2125,42.315682,-71.055555
"489",2126,42.274227,-71.097423
"490",2127,42.334992,-71.039093
"491",2128,42.361203,-71.00705
"492",2129,42.379657,-71.061487
"493",2130,42.309174,-71.113835
"494",2131,42.284333,-71.126228
"495",2132,42.280455,-71.162017
"496",2134,42.358016,-71.128608
"497",2135,42.349688,-71.153964
"498",2136,42.255083,-71.12922
"499",2138,42.379637,-71.135152
"500",2139,42.362986,-71.103353
"501",2140,42.392157,-71.133996
"502",2141,42.3703,-71.08256
"503",2142,42.361994,-71.081588
"504",2143,42.381407,-71.096714
"505",2144,42.399655,-71.12255
"506",2145,42.391577,-71.08991
"507",2148,42.42938,-71.058706
"508",2149,42.405938,-71.054649
"509",2150,42.396824,-71.031348
"510",2151,42.41829,-71.001251
"511",2152,42.373055,-70.974807
"512",2155,42.423844,-71.109231
"513",2163,42.365915,-71.122177
"514",2169,42.248386,-71.002279
"515",2170,42.266415,-71.015576
"516",2171,42.293327,-71.018193
"517",2176,42.455723,-71.059019
"518",2180,42.474208,-71.097665
"519",2184,42.206188,-71.00232
"520",2186,42.241559,-71.082437
"521",2188,42.204662,-70.957633
"522",2189,42.209781,-70.928176
"523",2190,42.166731,-70.952363
"524",2191,42.243453,-70.942033
"525",2199,42.347476,-71.082035
"526",2203,42.360588,-71.058737
"527",2210,42.347472,-71.039271
"528",2215,42.347635,-71.103082
"529",2301,42.078371,-71.042304
"530",2302,42.088907,-70.998375
"531",2322,42.132461,-71.054013
"532",2324,41.972376,-70.978773
"533",2330,41.875179,-70.746715
"534",2332,42.044407,-70.70606
"535",2333,42.037116,-70.942178
"536",2338,42.002634,-70.863706
"537",2339,42.122956,-70.85631
"538",2341,42.05024,-70.867359
"539",2343,42.140346,-70.997861
"540",2346,41.878004,-70.869267
"541",2347,41.834384,-70.956826
"542",2351,42.115764,-70.956597
"543",2356,42.060539,-71.119671
"544",2357,42.054978,-71.080651
"545",2359,42.067804,-70.805713
"546",2360,41.882062,-70.631289
"547",2364,41.987196,-70.741942
"548",2366,41.850984,-70.654984
"549",2367,41.9591,-70.802753
"550",2368,42.176092,-71.052043
"551",2370,42.130399,-70.910615
"552",2375,42.00569,-71.078041
"553",2379,42.021617,-71.026717
"554",2382,42.078974,-70.93939
"555",2420,42.457055,-71.215464
"556",2421,42.438547,-71.239573
"557",2445,42.325483,-71.135045
"558",2446,42.343499,-71.122244
"559",2451,42.397825,-71.255701
"560",2452,42.392438,-71.213912
"561",2453,42.369542,-71.240513
"562",2457,42.299388,-71.274242
"563",2458,42.353585,-71.188192
"564",2459,42.314779,-71.192017
"565",2460,42.351824,-71.20849
"566",2461,42.317362,-71.206508
"567",2462,42.328708,-71.2559
"568",2464,42.312975,-71.218882
"569",2465,42.348912,-71.22633
"570",2466,42.344457,-71.248617
"571",2467,42.314321,-71.152778
"572",2468,42.328553,-71.22953
"573",2472,42.369451,-71.177925
"574",2474,42.420949,-71.15637
"575",2476,42.415637,-71.17567
"576",2478,42.395317,-71.180284
"577",2481,42.311947,-71.275517
"578",2482,42.293099,-71.298535
"579",2492,42.276483,-71.243714
"580",2493,42.360502,-71.303433
"581",2494,42.29949,-71.232519
"582",2532,41.751759,-70.597552
"583",2534,41.668942,-70.619407
"584",2535,41.337961,-70.761674
"585",2536,41.596293,-70.56747
"586",2537,41.728421,-70.43581
"587",2538,41.777363,-70.642228
"588",2539,41.377655,-70.52208
"589",2540,41.573891,-70.632042
"590",2542,41.707839,-70.54552
"591",2543,41.478974,-70.766911
"592",2553,41.712526,-70.620747
"593",2554,41.291072,-70.093329
"594",2556,41.639447,-70.624515
"595",2557,41.441713,-70.576143
"596",2558,41.745017,-70.653513
"597",2559,41.690243,-70.616283
"598",2561,41.766737,-70.540595
"599",2562,41.787209,-70.526717
"600",2563,41.728137,-70.476549
"601",2564,41.27194,-69.984473
"602",2568,41.458645,-70.612521
"603",2571,41.761187,-70.695991
"604",2575,41.400252,-70.656934
"605",2576,41.772221,-70.762948
"606",2584,41.258845,-70.007333
"607",2601,41.656038,-70.296764
"608",2630,41.706756,-70.312489
"609",2631,41.747513,-70.066223
"610",2632,41.659097,-70.346877
"611",2633,41.689343,-69.972382
"612",2635,41.624054,-70.439397
"613",2637,41.705726,-70.270928
"614",2638,41.730245,-70.197392
"615",2639,41.668067,-70.136979
"616",2641,41.751246,-70.153472
"617",2642,41.841331,-69.977436
"618",2643,41.797941,-69.937327
"619",2644,41.683488,-70.510786
"620",2645,41.711083,-70.057611
"621",2646,41.670596,-70.071449
"622",2647,41.630127,-70.310144
"623",2648,41.670946,-70.41537
"624",2649,41.616801,-70.490097
"625",2650,41.701947,-69.961453
"626",2651,41.875047,-70.003438
"627",2652,42.049534,-70.094987
"628",2653,41.769125,-69.97358
"629",2655,41.627984,-70.392013
"630",2657,42.059829,-70.200407
"631",2659,41.681474,-70.023529
"632",2660,41.707699,-70.15856
"633",2663,41.894444,-70.01218
"634",2664,41.674727,-70.195648
"635",2666,41.99078,-70.045714
"636",2667,41.921997,-70.023356
"637",2668,41.716208,-70.363097
"638",2669,41.66668,-69.989694
"639",2670,41.660103,-70.170681
"640",2671,41.675153,-70.109767
"641",2672,41.6357,-70.313634
"642",2673,41.655637,-70.24724
"643",2675,41.70395,-70.231552
"644",2702,41.785113,-71.059047
"645",2703,41.931653,-71.294503
"646",2713,41.441295,-70.902217
"647",2715,41.805594,-71.157707
"648",2717,41.760106,-70.972762
"649",2718,41.862486,-71.01169
"650",2719,41.633667,-70.871362
"651",2720,41.723023,-71.121527
"652",2721,41.675125,-71.148281
"653",2723,41.692705,-71.129726
"654",2724,41.683936,-71.1775
"655",2725,41.720043,-71.188272
"656",2726,41.7597,-71.144592
"657",2738,41.704134,-70.752201
"658",2739,41.665794,-70.814531
"659",2740,41.637485,-70.938265
"660",2743,41.718217,-70.901151
"661",2744,41.606252,-70.913632
"662",2745,41.700737,-70.950546
"663",2746,41.660995,-70.940137
"664",2747,41.664711,-71.015699
"665",2748,41.553084,-70.971453
"666",2760,41.972567,-71.334375
"667",2762,42.012838,-71.336188
"668",2763,41.966866,-71.308574
"669",2764,41.851929,-71.153598
"670",2766,41.965341,-71.18178
"671",2767,41.940996,-71.048499
"672",2769,41.846878,-71.24487
"673",2770,41.760864,-70.838956
"674",2771,41.839798,-71.318047
"675",2777,41.758163,-71.214181
"676",2779,41.838061,-71.077615
"677",2780,41.909112,-71.118346
"678",2790,41.599176,-71.082371
"679",2791,41.527824,-71.079618
"680",2802,41.95213,-71.456233
"681",2804,41.434772,-71.769527
"682",2806,41.734753,-71.319732
"683",2807,41.176783,-71.577054
"684",2808,41.408251,-71.749674
"685",2809,41.67573,-71.273331
"686",2812,41.478948,-71.652334
"687",2813,41.394216,-71.669822
"688",2814,41.895948,-71.700406
"689",2815,41.77463,-71.647954
"690",2816,41.696499,-71.622662
"691",2817,41.637083,-71.678361
"692",2818,41.642919,-71.485719
"693",2822,41.570323,-71.626992
"694",2825,41.782067,-71.726833
"695",2826,41.982746,-71.653144
"696",2827,41.698748,-71.739118
"697",2828,41.880158,-71.564405
"698",2830,41.97493,-71.651187
"699",2831,41.774762,-71.620289
"700",2832,41.514717,-71.729622
"701",2833,41.49514,-71.769633
"702",2835,41.510088,-71.378366
"703",2836,41.454681,-71.620208
"704",2837,41.518769,-71.167247
"705",2838,41.958893,-71.475687
"706",2839,41.940757,-71.641513
"707",2840,41.478216,-71.322375
"708",2841,41.511864,-71.332175
"709",2842,41.518673,-71.281685
"710",2852,41.588565,-71.459811
"711",2857,41.822761,-71.633605
"712",2858,41.964486,-71.651267
"713",2859,41.959073,-71.757323
"714",2860,41.870562,-71.388681
"715",2861,41.878603,-71.353131
"716",2863,41.890064,-71.393481
"717",2864,41.966913,-71.428933
"718",2865,41.915455,-71.449815
"719",2871,41.586609,-71.259211
"720",2872,41.597055,-71.320666
"721",2873,41.533129,-71.780545
"722",2874,41.511222,-71.480535
"723",2875,41.456486,-71.638865
"724",2876,41.994278,-71.58549
"725",2878,41.607962,-71.182556
"726",2879,41.424019,-71.534277
"727",2881,41.478083,-71.524717
"728",2882,41.417567,-71.471851
"729",2885,41.725138,-71.258805
"730",2886,41.703849,-71.455568
"731",2888,41.747671,-71.406118
"732",2889,41.700591,-71.376927
"733",2891,41.362146,-71.790893
"734",2892,41.49892,-71.599892
"735",2893,41.679006,-71.518688
"736",2894,41.444477,-71.703238
"737",2895,42.001706,-71.499949
"738",2896,41.975186,-71.544069
"739",2898,41.51764,-71.668521
"740",2903,41.81823,-71.409088
"741",2904,41.858334,-71.436294
"742",2905,41.784725,-71.396103
"743",2906,41.840169,-71.390408
"744",2907,41.798593,-71.42463
"745",2908,41.839825,-71.436794
"746",2909,41.821195,-71.453376
"747",2910,41.774999,-71.435594
"748",2911,41.854888,-71.472812
"749",2912,41.825593,-71.402239
"750",2914,41.815116,-71.365787
"751",2915,41.772847,-71.354839
"752",2916,41.842661,-71.352438
"753",2917,41.906288,-71.523811
"754",2919,41.82744,-71.519879
"755",2920,41.767344,-71.465508
"756",2921,41.760748,-71.514647
"757",3031,42.874824,-71.600533
"758",3032,42.997287,-71.363518
"759",3033,42.749263,-71.67567
"760",3034,43.056895,-71.340635
"761",3036,42.98453,-71.255104
"762",3037,43.141274,-71.248197
"763",3038,42.887613,-71.282047
"764",3042,43.054092,-71.084105
"765",3043,42.997,-71.817788
"766",3044,43.000369,-71.119162
"767",3045,43.021515,-71.563462
"768",3046,43.116395,-71.595437
"769",3047,42.936319,-71.867127
"770",3048,42.742874,-71.761755
"771",3049,42.749624,-71.585402
"772",3051,42.760497,-71.409393
"773",3052,42.846081,-71.468283
"774",3053,42.869839,-71.387845
"775",3054,42.852034,-71.519876
"776",3055,42.818645,-71.673354
"777",3057,42.908885,-71.694199
"778",3060,42.741087,-71.458266
"779",3062,42.722323,-71.501176
"780",3063,42.7821,-71.518366
"781",3064,42.77938,-71.47492
"782",3070,42.981209,-71.67752
"783",3071,42.746257,-71.874434
"784",3076,42.730992,-71.337075
"785",3077,43.038038,-71.205107
"786",3079,42.788267,-71.221725
"787",3082,42.896409,-71.768331
"788",3084,42.826723,-71.875416
"789",3086,42.832231,-71.759615
"790",3087,42.811092,-71.302688
"791",3101,42.989027,-71.466111
"792",3102,43.011907,-71.491063
"793",3103,42.950906,-71.44656
"794",3104,43.009552,-71.439782
"795",3106,43.082194,-71.446738
"796",3109,42.963734,-71.40035
"797",3110,42.935584,-71.536871
"798",3215,43.942835,-71.448115
"799",3216,43.451175,-71.79794
"800",3217,43.725967,-71.642579
"801",3218,43.336884,-71.273836
"802",3220,43.474455,-71.482208
"803",3221,43.258003,-71.960169
"804",3222,43.643715,-71.799277
"805",3223,43.85544,-71.685492
"806",3224,43.36249,-71.55802
"807",3225,43.359832,-71.245362
"808",3226,43.711388,-71.503778
"809",3227,43.841192,-71.480852
"810",3229,43.202191,-71.696789
"811",3230,43.508647,-71.890242
"812",3231,43.473341,-71.762339
"813",3233,43.424004,-71.931192
"814",3234,43.204812,-71.348563
"815",3235,43.448973,-71.674166
"816",3237,43.423058,-71.387218
"817",3238,43.984378,-71.911256
"818",3240,43.574691,-71.951919
"819",3241,43.751841,-71.817784
"820",3242,43.169407,-71.831201
"821",3243,43.528306,-71.769192
"822",3244,43.128121,-71.916981
"823",3245,43.761761,-71.582529
"824",3246,43.576535,-71.482263
"825",3249,43.519499,-71.375838
"826",3251,44.10082,-71.494049
"827",3253,43.631211,-71.498585
"828",3254,43.717721,-71.369179
"829",3255,43.314026,-72.024551
